id,from_id,to_id,type,description,product_id,confidence,status,value,unit,value_type,period,valid_from,valid_to,source_ids,note
rel_0335,linear_guideway,industrial_automation,USED_IN,線性滑軌用於工具機與自動化設備,,0.9,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0336,industrial_pc,industrial_automation,USED_IN,工業電腦用於工業自動化,,0.9,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0337,test_equipment,industrial_automation,USED_IN,量測設備用於製造測試自動化,,0.8,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0338,aerospace_component,aerospace_market,USED_IN,航太結構件用於航太市場,,0.9,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0339,motherboard_gpu_card,pc_notebook,USED_IN,板卡用於 PC 與電競市場,,0.9,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0340,notebook_pc,pc_notebook,USED_IN,筆電銷售於 PC 市場,,0.9,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0341,industrial_pc,edge_ai,USED_IN,工業電腦用於邊緣 AI 場景,,0.7,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0342,ai_datacenter,heavy_electric_equipment,INCREASES_DEMAND_FOR,AI 資料中心用電成長推升重電設備需求,,0.6,candidate,,,inferred,2026,,,source_manual_seed_v2,媒體與法說推論
rel_0343,ai_datacenter,networking_switch,INCREASES_DEMAND_FOR,AI 資料中心推升高速交換器需求,,0.75,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0344,ai_datacenter,abf_substrate,INCREASES_DEMAND_FOR,AI 晶片放量推升 ABF 載板需求,,0.6,candidate,,,inferred,2026,,,source_manual_seed_v2,媒體推論
rel_0345,global_trade,container_shipping_service,DRIVES_DEMAND_FOR,全球貿易量驅動貨櫃航運需求,,0.8,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0346,green_energy,heavy_electric_equipment,DRIVES_DEMAND_FOR,綠能與強韌電網政策驅動重電需求,,0.75,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0347,TWSE_2330,TWSE_3443,OWNS,台積電為創意最大股東,,0.85,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0348,TWSE_2357,TWSE_5269,OWNS,華碩為祥碩母公司,,0.75,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0349,TWSE_3231,TWSE_6669,OWNS,緯創為緯穎母公司（持股）,,0.8,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0350,TWSE_2317,TWSE_2354,OWNS,鴻海為鴻準大股東,,0.75,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0351,TWSE_1216,TWSE_2912,OWNS,統一為統一超母公司,,0.9,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0352,TWSE_3045,TWSE_8454,OWNS,台灣大為富邦媒大股東,,0.7,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0353,TWSE_1301,TWSE_6505,OWNS,台塑持有台塑化股權,,0.75,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0354,TWSE_1303,TWSE_6505,OWNS,南亞持有台塑化股權,,0.75,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0355,TWSE_1326,TWSE_6505,OWNS,台化持有台塑化股權,,0.75,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0356,TWSE_2303,TWSE_2330,COMPETES_WITH,聯電與台積電在晶圓代工競爭,wafer_foundry_service,0.8,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0357,TWSE_2303,TPEX_5347,COMPETES_WITH,聯電與世界先進在成熟製程競爭,mature_foundry_service,0.85,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0358,TWSE_2303,TWSE_6770,COMPETES_WITH,聯電與力積電在成熟製程競爭,mature_foundry_service,0.8,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0359,TWSE_2409,TWSE_3481,COMPETES_WITH,友達與群創在面板市場競爭,panel,0.9,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0360,TWSE_2357,TWSE_2353,COMPETES_WITH,華碩與宏碁在 PC 品牌競爭,notebook_pc,0.9,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0361,TWSE_2377,TWSE_2376,COMPETES_WITH,微星與技嘉在板卡市場競爭,motherboard_gpu_card,0.9,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0362,TWSE_2301,TWSE_2308,COMPETES_WITH,光寶科與台達電在電源市場競爭,server_power_supply,0.8,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0363,TWSE_2603,TWSE_2609,COMPETES_WITH,長榮與陽明在貨櫃航運競爭,container_shipping_service,0.9,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0364,TWSE_2609,TWSE_2615,COMPETES_WITH,陽明與萬海在貨櫃航運競爭,container_shipping_service,0.85,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0365,TWSE_2618,TWSE_2610,COMPETES_WITH,長榮航與華航在航空市場競爭,air_transport_service,0.9,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0366,TWSE_9921,TWSE_9914,COMPETES_WITH,巨大與美利達在自行車市場競爭,bicycle_product,0.9,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0367,TWSE_3037,TWSE_8046,COMPETES_WITH,欣興與南電在 ABF 載板競爭,abf_substrate,0.85,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0368,TWSE_2383,TPEX_6274,COMPETES_WITH,台光電與台燿在高階 CCL 競爭,copper_clad_laminate,0.85,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0369,TWSE_6239,TWSE_3711,COMPETES_WITH,力成與日月光在封測市場競爭,osat_service,0.8,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0370,TWSE_4938,US_AAPL,ASSEMBLES_FOR,和碩為 Apple 主要組裝代工廠之一,smartphone,0.85,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0371,TWSE_3008,US_AAPL,SUPPLIES_TO,大立光供應 Apple 手機鏡頭,camera_lens,0.8,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0372,TWSE_2303,TWSE_3034,MANUFACTURES_FOR,聯電為聯詠代工驅動 IC,display_driver_ic,0.6,candidate,,,inferred,2026,,,source_manual_seed_v2,產業慣例推論
rel_0373,TWSE_3532,TWSE_2330,SUPPLIES_TO,台勝科供應矽晶圓給台積電,silicon_wafer,0.6,candidate,,,inferred,2026,,,source_manual_seed_v2,產業推論
rel_0374,TWSE_3532,TWSE_2303,SUPPLIES_TO,台勝科供應矽晶圓給聯電,silicon_wafer,0.55,candidate,,,inferred,2026,,,source_manual_seed_v2,產業推論
rel_0375,TWSE_2383,TWSE_2368,SUPPLIES_TO,台光電供應 CCL 給金像電,copper_clad_laminate,0.6,candidate,,,inferred,2026,,,source_manual_seed_v2,媒體報導推論
rel_0376,TWSE_2383,TWSE_3044,SUPPLIES_TO,台光電供應 CCL 給健鼎,copper_clad_laminate,0.55,candidate,,,inferred,2026,,,source_manual_seed_v2,產業推論
rel_0377,TWSE_3037,US_NVDA,SUPPLIES_TO,欣興供應 ABF 載板給 NVIDIA,abf_substrate,0.55,candidate,,,inferred,2026,,,source_manual_seed_v2,媒體推論
rel_0378,TWSE_2059,TWSE_2382,SUPPLIES_TO,川湖供應伺服器導軌給廣達,server_rail_kit,0.55,candidate,,,inferred,2026,,,source_manual_seed_v2,媒體推論
rel_0379,TWSE_2059,TWSE_6669,SUPPLIES_TO,川湖供應伺服器導軌給緯穎,server_rail_kit,0.55,candidate,,,inferred,2026,,,source_manual_seed_v2,媒體推論
rel_0380,TWSE_3533,TWSE_2382,SUPPLIES_TO,嘉澤供應 socket 與連接器給廣達,connector,0.55,candidate,,,inferred,2026,,,source_manual_seed_v2,媒體推論
rel_0381,TPEX_5274,TWSE_2382,SUPPLIES_TO,信驊供應 BMC 晶片給廣達,bmc_chip,0.6,candidate,,,inferred,2026,,,source_manual_seed_v2,產業推論
rel_0382,TPEX_5274,TWSE_6669,SUPPLIES_TO,信驊供應 BMC 晶片給緯穎,bmc_chip,0.6,candidate,,,inferred,2026,,,source_manual_seed_v2,產業推論
rel_0383,TWSE_2449,US_NVDA,SUPPLIES_TO,京元電子為 NVIDIA 提供晶片測試,osat_service,0.6,candidate,,,inferred,2026,,,source_manual_seed_v2,媒體報導
rel_0384,US_NVDA,TWSE_2376,SUPPLIES_TO,NVIDIA 供應 GPU 晶片給技嘉,ai_gpu,0.6,candidate,,,inferred,2026,,,source_manual_seed_v2,板卡夥伴關係
rel_0385,US_NVDA,TWSE_2377,SUPPLIES_TO,NVIDIA 供應 GPU 晶片給微星,ai_gpu,0.6,candidate,,,inferred,2026,,,source_manual_seed_v2,板卡夥伴關係
rel_0386,US_NVDA,TWSE_2357,SUPPLIES_TO,NVIDIA 供應 GPU 晶片給華碩,ai_gpu,0.6,candidate,,,inferred,2026,,,source_manual_seed_v2,板卡夥伴關係
rel_0387,TWSE_3653,US_NVDA,SUPPLIES_TO,健策供應均熱片用於 NVIDIA GPU,vapor_chamber,0.5,candidate,,,inferred,2026,,,source_manual_seed_v2,媒體推論
rel_0388,TWSE_2301,TWSE_2382,SUPPLIES_TO,光寶科供應電源給廣達伺服器,server_power_supply,0.55,candidate,,,inferred,2026,,,source_manual_seed_v2,產業推論
rel_0389,TWSE_2327,TWSE_2317,SUPPLIES_TO,國巨供應被動元件給鴻海,passive_component_product,0.6,candidate,,,inferred,2026,,,source_manual_seed_v2,產業推論
rel_0390,TWSE_1476,US_NKE,SUPPLIES_TO,儒鴻供應機能布料與成衣給 Nike,functional_fabric,0.6,candidate,,,inferred,2026,,,source_manual_seed_v2,媒體報導
rel_0391,TWSE_9910,US_NKE,SUPPLIES_TO,豐泰為 Nike 主要製鞋代工廠,footwear_manufacturing_service,0.85,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_0392,TWSE_2002,TWSE_2201,SUPPLIES_TO,中鋼供應鋼材給裕隆汽車,steel_product,0.55,candidate,,,inferred,2026,,,source_manual_seed_v2,產業推論
rel_0393,TWSE_2634,US_BA,SUPPLIES_TO,漢翔供應航太結構件給 Boeing,aerospace_component,0.7,verified,,,unknown,2026,,,source_manual_seed_v2,
rel_us_msft_sells_cloud_infrastructure_service,US_MSFT,cloud_infrastructure_service,SELLS,Microsoft sells cloud infrastructure service; source is latest official SEC filing metadata.,cloud_infrastructure_service,0.75,candidate,,,reported,2025,,,source_sec_msft_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_msft_sells_enterprise_software,US_MSFT,enterprise_software,SELLS,Microsoft sells enterprise software; source is latest official SEC filing metadata.,enterprise_software,0.75,candidate,,,reported,2025,,,source_sec_msft_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_googl_sells_search_engine_service,US_GOOGL,search_engine_service,SELLS,Alphabet sells search engine service; source is latest official SEC filing metadata.,search_engine_service,0.75,candidate,,,reported,2025,,,source_sec_googl_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_googl_sells_online_advertising_service,US_GOOGL,online_advertising_service,SELLS,Alphabet sells online advertising service; source is latest official SEC filing metadata.,online_advertising_service,0.75,candidate,,,reported,2025,,,source_sec_googl_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_googl_sells_cloud_infrastructure_service,US_GOOGL,cloud_infrastructure_service,SELLS,Alphabet sells cloud infrastructure service; source is latest official SEC filing metadata.,cloud_infrastructure_service,0.75,candidate,,,reported,2025,,,source_sec_googl_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_amzn_sells_ecommerce_marketplace,US_AMZN,ecommerce_marketplace,SELLS,Amazon sells ecommerce marketplace; source is latest official SEC filing metadata.,ecommerce_marketplace,0.75,candidate,,,reported,2025,,,source_sec_amzn_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_amzn_sells_cloud_infrastructure_service,US_AMZN,cloud_infrastructure_service,SELLS,Amazon sells cloud infrastructure service; source is latest official SEC filing metadata.,cloud_infrastructure_service,0.75,candidate,,,reported,2025,,,source_sec_amzn_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_meta_sells_social_media_platform,US_META,social_media_platform,SELLS,Meta sells social media platform; source is latest official SEC filing metadata.,social_media_platform,0.75,candidate,,,reported,2025,,,source_sec_meta_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_meta_sells_online_advertising_service,US_META,online_advertising_service,SELLS,Meta sells online advertising service; source is latest official SEC filing metadata.,online_advertising_service,0.75,candidate,,,reported,2025,,,source_sec_meta_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_tsla_produces_electric_vehicle,US_TSLA,electric_vehicle,PRODUCES,Tesla produces electric vehicle; source is latest official SEC filing metadata.,electric_vehicle,0.75,candidate,,,reported,2025,,,source_sec_tsla_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_tsla_produces_energy_storage_system,US_TSLA,energy_storage_system,PRODUCES,Tesla produces energy storage system; source is latest official SEC filing metadata.,energy_storage_system,0.75,candidate,,,reported,2025,,,source_sec_tsla_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_tsla_sells_autonomous_driving_platform,US_TSLA,autonomous_driving_platform,SELLS,Tesla sells autonomous driving platform; source is latest official SEC filing metadata.,autonomous_driving_platform,0.75,candidate,,,reported,2025,,,source_sec_tsla_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_avgo_produces_network_ic,US_AVGO,network_ic,PRODUCES,Broadcom produces network ic; source is latest official SEC filing metadata.,network_ic,0.75,candidate,,,reported,2025,,,source_sec_avgo_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_avgo_produces_custom_ai_accelerator,US_AVGO,custom_ai_accelerator,PRODUCES,Broadcom produces custom ai accelerator; source is latest official SEC filing metadata.,custom_ai_accelerator,0.75,candidate,,,reported,2025,,,source_sec_avgo_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_avgo_sells_enterprise_software,US_AVGO,enterprise_software,SELLS,Broadcom sells enterprise software; source is latest official SEC filing metadata.,enterprise_software,0.75,candidate,,,reported,2025,,,source_sec_avgo_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_orcl_sells_database_software,US_ORCL,database_software,SELLS,Oracle sells database software; source is latest official SEC filing metadata.,database_software,0.75,candidate,,,reported,2026,,,source_sec_orcl_2026_10k,agent curated from official SEC filing index; review before verified
rel_us_orcl_sells_enterprise_software,US_ORCL,enterprise_software,SELLS,Oracle sells enterprise software; source is latest official SEC filing metadata.,enterprise_software,0.75,candidate,,,reported,2026,,,source_sec_orcl_2026_10k,agent curated from official SEC filing index; review before verified
rel_us_orcl_sells_cloud_infrastructure_service,US_ORCL,cloud_infrastructure_service,SELLS,Oracle sells cloud infrastructure service; source is latest official SEC filing metadata.,cloud_infrastructure_service,0.75,candidate,,,reported,2026,,,source_sec_orcl_2026_10k,agent curated from official SEC filing index; review before verified
rel_us_crm_sells_enterprise_software,US_CRM,enterprise_software,SELLS,Salesforce sells enterprise software; source is latest official SEC filing metadata.,enterprise_software,0.75,candidate,,,reported,2026,,,source_sec_crm_2026_10k,agent curated from official SEC filing index; review before verified
rel_us_nflx_sells_streaming_service,US_NFLX,streaming_service,SELLS,Netflix sells streaming service; source is latest official SEC filing metadata.,streaming_service,0.75,candidate,,,reported,2025,,,source_sec_nflx_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_adbe_sells_creative_software,US_ADBE,creative_software,SELLS,Adobe sells creative software; source is latest official SEC filing metadata.,creative_software,0.75,candidate,,,reported,2025,,,source_sec_adbe_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_adbe_sells_enterprise_software,US_ADBE,enterprise_software,SELLS,Adobe sells enterprise software; source is latest official SEC filing metadata.,enterprise_software,0.75,candidate,,,reported,2025,,,source_sec_adbe_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_qcom_produces_smartphone_soc,US_QCOM,smartphone_soc,PRODUCES,Qualcomm produces smartphone soc; source is latest official SEC filing metadata.,smartphone_soc,0.75,candidate,,,reported,2025,,,source_sec_qcom_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_qcom_produces_network_ic,US_QCOM,network_ic,PRODUCES,Qualcomm produces network ic; source is latest official SEC filing metadata.,network_ic,0.75,candidate,,,reported,2025,,,source_sec_qcom_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_intc_produces_server_cpu,US_INTC,server_cpu,PRODUCES,Intel produces server cpu; source is latest official SEC filing metadata.,server_cpu,0.75,candidate,,,reported,2025,,,source_sec_intc_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_intc_produces_wafer_foundry_service,US_INTC,wafer_foundry_service,PRODUCES,Intel produces wafer foundry service; source is latest official SEC filing metadata.,wafer_foundry_service,0.75,candidate,,,reported,2025,,,source_sec_intc_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_ibm_sells_enterprise_software,US_IBM,enterprise_software,SELLS,IBM sells enterprise software; source is latest official SEC filing metadata.,enterprise_software,0.75,candidate,,,reported,2025,,,source_sec_ibm_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_ibm_sells_cloud_infrastructure_service,US_IBM,cloud_infrastructure_service,SELLS,IBM sells cloud infrastructure service; source is latest official SEC filing metadata.,cloud_infrastructure_service,0.75,candidate,,,reported,2025,,,source_sec_ibm_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_csco_sells_networking_switch,US_CSCO,networking_switch,SELLS,Cisco sells networking switch; source is latest official SEC filing metadata.,networking_switch,0.75,candidate,,,reported,2025,,,source_sec_csco_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_csco_sells_cybersecurity_software,US_CSCO,cybersecurity_software,SELLS,Cisco sells cybersecurity software; source is latest official SEC filing metadata.,cybersecurity_software,0.75,candidate,,,reported,2025,,,source_sec_csco_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_txn_produces_analog_ic,US_TXN,analog_ic,PRODUCES,Texas Instruments produces analog ic; source is latest official SEC filing metadata.,analog_ic,0.75,candidate,,,reported,2025,,,source_sec_txn_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_amat_produces_semiconductor_equipment_product,US_AMAT,semiconductor_equipment_product,PRODUCES,Applied Materials produces semiconductor equipment; source is latest official SEC filing metadata.,semiconductor_equipment_product,0.75,candidate,,,reported,2025,,,source_sec_amat_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_lrcx_produces_semiconductor_equipment_product,US_LRCX,semiconductor_equipment_product,PRODUCES,Lam Research produces semiconductor equipment; source is latest official SEC filing metadata.,semiconductor_equipment_product,0.75,candidate,,,reported,2025,,,source_sec_lrcx_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_now_sells_enterprise_software,US_NOW,enterprise_software,SELLS,ServiceNow sells enterprise software; source is latest official SEC filing metadata.,enterprise_software,0.75,candidate,,,reported,2025,,,source_sec_now_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_panw_sells_cybersecurity_software,US_PANW,cybersecurity_software,SELLS,Palo Alto Networks sells cybersecurity software; source is latest official SEC filing metadata.,cybersecurity_software,0.75,candidate,,,reported,2025,,,source_sec_panw_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_uber_sells_mobility_platform,US_UBER,mobility_platform,SELLS,Uber sells mobility platform; source is latest official SEC filing metadata.,mobility_platform,0.75,candidate,,,reported,2025,,,source_sec_uber_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_jpm_sells_financial_service,US_JPM,financial_service,SELLS,JPMorgan Chase sells financial service; source is latest official SEC filing metadata.,financial_service,0.75,candidate,,,reported,2025,,,source_sec_jpm_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_v_sells_payment_network,US_V,payment_network,SELLS,Visa sells payment network; source is latest official SEC filing metadata.,payment_network,0.75,candidate,,,reported,2025,,,source_sec_v_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_ma_sells_payment_network,US_MA,payment_network,SELLS,Mastercard sells payment network; source is latest official SEC filing metadata.,payment_network,0.75,candidate,,,reported,2025,,,source_sec_ma_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_wmt_sells_retail_service,US_WMT,retail_service,SELLS,Walmart sells retail service; source is latest official SEC filing metadata.,retail_service,0.75,candidate,,,reported,2026,,,source_sec_wmt_2026_10k,agent curated from official SEC filing index; review before verified
rel_us_wmt_sells_ecommerce_marketplace,US_WMT,ecommerce_marketplace,SELLS,Walmart sells ecommerce marketplace; source is latest official SEC filing metadata.,ecommerce_marketplace,0.75,candidate,,,reported,2026,,,source_sec_wmt_2026_10k,agent curated from official SEC filing index; review before verified
rel_us_nvda_sells_ai_gpu,US_NVDA,ai_gpu,SELLS,NVIDIA sells ai gpu; source is latest official SEC filing metadata.,ai_gpu,0.75,candidate,,,reported,2026,,,source_sec_nvda_2026_10k,agent curated from official SEC filing index; review before verified
rel_us_nvda_produces_custom_ai_accelerator,US_NVDA,custom_ai_accelerator,PRODUCES,NVIDIA produces custom ai accelerator; source is latest official SEC filing metadata.,custom_ai_accelerator,0.75,candidate,,,reported,2026,,,source_sec_nvda_2026_10k,agent curated from official SEC filing index; review before verified
rel_us_amd_sells_ai_gpu,US_AMD,ai_gpu,SELLS,AMD sells ai gpu; source is latest official SEC filing metadata.,ai_gpu,0.75,candidate,,,reported,2025,,,source_sec_amd_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_amd_produces_server_cpu,US_AMD,server_cpu,PRODUCES,AMD produces server cpu; source is latest official SEC filing metadata.,server_cpu,0.75,candidate,,,reported,2025,,,source_sec_amd_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_aapl_sells_smartphone,US_AAPL,smartphone,SELLS,Apple sells smartphone; source is latest official SEC filing metadata.,smartphone,0.75,candidate,,,reported,2025,,,source_sec_aapl_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_aapl_sells_creative_software,US_AAPL,creative_software,SELLS,Apple sells creative software; source is latest official SEC filing metadata.,creative_software,0.75,candidate,,,reported,2025,,,source_sec_aapl_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_mu_sells_dram,US_MU,dram,SELLS,Micron sells dram; source is latest official SEC filing metadata.,dram,0.75,candidate,,,reported,2025,,,source_sec_mu_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_mu_sells_hbm,US_MU,hbm,SELLS,Micron sells hbm; source is latest official SEC filing metadata.,hbm,0.75,candidate,,,reported,2025,,,source_sec_mu_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_nke_sells_footwear_manufacturing_service,US_NKE,footwear_manufacturing_service,SELLS,Nike sells footwear manufacturing service; source is latest official SEC filing metadata.,footwear_manufacturing_service,0.75,candidate,,,reported,2025,,,source_sec_nke_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_ba_sells_aerospace_component,US_BA,aerospace_component,SELLS,Boeing sells aerospace component; source is latest official SEC filing metadata.,aerospace_component,0.75,candidate,,,reported,2025,,,source_sec_ba_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_lly_sells_pharmaceutical_product,US_LLY,pharmaceutical_product,SELLS,Eli Lilly sells pharmaceutical product; source is latest official SEC filing metadata.,pharmaceutical_product,0.75,candidate,,,reported,2025,,,source_sec_lly_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_unh_sells_healthcare_service,US_UNH,healthcare_service,SELLS,UnitedHealth Group sells healthcare service; source is latest official SEC filing metadata.,healthcare_service,0.75,candidate,,,reported,2025,,,source_sec_unh_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_unh_sells_health_insurance_service,US_UNH,health_insurance_service,SELLS,UnitedHealth Group sells health insurance service; source is latest official SEC filing metadata.,health_insurance_service,0.75,candidate,,,reported,2025,,,source_sec_unh_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_jnj_sells_pharmaceutical_product,US_JNJ,pharmaceutical_product,SELLS,Johnson & Johnson sells pharmaceutical product; source is latest official SEC filing metadata.,pharmaceutical_product,0.75,candidate,,,reported,2025,,,source_sec_jnj_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_jnj_sells_medical_device,US_JNJ,medical_device,SELLS,Johnson & Johnson sells medical device; source is latest official SEC filing metadata.,medical_device,0.75,candidate,,,reported,2025,,,source_sec_jnj_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_abbv_sells_pharmaceutical_product,US_ABBV,pharmaceutical_product,SELLS,AbbVie sells pharmaceutical product; source is latest official SEC filing metadata.,pharmaceutical_product,0.75,candidate,,,reported,2025,,,source_sec_abbv_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_mrk_sells_pharmaceutical_product,US_MRK,pharmaceutical_product,SELLS,Merck sells pharmaceutical product; source is latest official SEC filing metadata.,pharmaceutical_product,0.75,candidate,,,reported,2025,,,source_sec_mrk_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_abt_sells_medical_device,US_ABT,medical_device,SELLS,Abbott sells medical device; source is latest official SEC filing metadata.,medical_device,0.75,candidate,,,reported,2025,,,source_sec_abt_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_abt_sells_diagnostics_instrument,US_ABT,diagnostics_instrument,SELLS,Abbott sells diagnostics instrument; source is latest official SEC filing metadata.,diagnostics_instrument,0.75,candidate,,,reported,2025,,,source_sec_abt_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_tmo_sells_diagnostics_instrument,US_TMO,diagnostics_instrument,SELLS,Thermo Fisher Scientific sells diagnostics instrument; source is latest official SEC filing metadata.,diagnostics_instrument,0.75,candidate,,,reported,2025,,,source_sec_tmo_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_tmo_sells_life_science_tool,US_TMO,life_science_tool,SELLS,Thermo Fisher Scientific sells life science tool; source is latest official SEC filing metadata.,life_science_tool,0.75,candidate,,,reported,2025,,,source_sec_tmo_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_isrg_sells_medical_device,US_ISRG,medical_device,SELLS,Intuitive Surgical sells medical device; source is latest official SEC filing metadata.,medical_device,0.75,candidate,,,reported,2025,,,source_sec_isrg_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_isrg_sells_surgical_robot,US_ISRG,surgical_robot,SELLS,Intuitive Surgical sells surgical robot; source is latest official SEC filing metadata.,surgical_robot,0.75,candidate,,,reported,2025,,,source_sec_isrg_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_xom_sells_oil_gas_product,US_XOM,oil_gas_product,SELLS,Exxon Mobil sells oil gas product; source is latest official SEC filing metadata.,oil_gas_product,0.75,candidate,,,reported,2025,,,source_sec_xom_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_xom_sells_petrochemical_product,US_XOM,petrochemical_product,SELLS,Exxon Mobil sells petrochemical product; source is latest official SEC filing metadata.,petrochemical_product,0.75,candidate,,,reported,2025,,,source_sec_xom_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_cvx_sells_oil_gas_product,US_CVX,oil_gas_product,SELLS,Chevron sells oil gas product; source is latest official SEC filing metadata.,oil_gas_product,0.75,candidate,,,reported,2025,,,source_sec_cvx_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_cvx_sells_refined_petroleum,US_CVX,refined_petroleum,SELLS,Chevron sells refined petroleum; source is latest official SEC filing metadata.,refined_petroleum,0.75,candidate,,,reported,2025,,,source_sec_cvx_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_cop_sells_oil_gas_product,US_COP,oil_gas_product,SELLS,ConocoPhillips sells oil gas product; source is latest official SEC filing metadata.,oil_gas_product,0.75,candidate,,,reported,2025,,,source_sec_cop_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_slb_sells_oilfield_service,US_SLB,oilfield_service,SELLS,SLB sells oilfield service; source is latest official SEC filing metadata.,oilfield_service,0.75,candidate,,,reported,2025,,,source_sec_slb_2025_10k,agent curated from official SEC filing index; review before verified
